first_name,last_name,npi_x,street,street_2,city,state,zip,lat,lon,npi_y
melany,rossie,11543825562949985151,536 haag walks,suite 669,winfieldshire,wi,74535,-85.2562218391045,73.17952354736087,11543825562949985151
brendon,forest,10887511755878658131,7669 funk point,apt 650,gislasonburgh,ks,83773,-38.66326585479171,-125.86080905247381,10887511755878658131
lily,wilburn,,43274 scottie bypass,apt 532,prosaccoville,nm,95544,-81.94203047924522,139.4065962633842,79118653839272284648
jerrod,lacey,44964322367575746602,86323 helmer radial,apt 246,vandervorthaven,nc,75039,68.71957596156778,134.92911551029061,44964322367575746602
hulda,lawson,38449154176132993703,271 thad lakes,apt 643,harveyburgh,nm,37786,20.312925275171622,-97.35163215298627,38449154176132993703
mario,amya,,1733 jacobs mountain,suite 326,antoneview,nc,44829,-22.659985911914248,-24.33405962941694,41950844815417364144
mathew,roel,23489991212293338257,55779 mckenzie centers,suite 303,south orin,id,39255,20.925590973677473,104.21634206407253,23489991212293338257
marcelino,german,44986213838576968762,408 naomi parks,apt 405,port gardner,ne,23069,-78.33072837722307,-42.371863512447476,44986213838576968762
louvenia,twila,,5495 jakubowski fort,apt 184,port norafort,tx,73987,-42.37756630678881,-140.07966829139048,54286052882337450010
wellington,tania,13718845714212245177,6535 rossie cape,apt 406,north hazle,il,71955,-41.63709738437987,151.53234953318872,13718845714212245177
kamren,rhea,25376115638677565385,379 hickle camp,suite 245,port jeromy,hi,86979,-37.564171375312924,-51.2915292074689,25376115638677565385
monserrat,ryder,,573 earnest prairie,apt 468,katelynhaven,sd,15929,79.64795151160246,170.39508502386792,54656713645442867829
prudence,hermina,17226075716816197479,39023 mayer course,apt 749,donnellyhaven,id,29282,75.97136221231915,-154.5027148725732,17226075716816197479
arnaldo,marco,17549730591858394133,4949 rath key,apt 556,leslieberg,vt,72756,-49.82248716572282,72.99511483043034,17549730591858394133
jamison,cruz,66755253235130113553,4190 brionna fields,suite 697,dooleyside,il,58856,-1.9272942472235428,72.21430089582532,66755253235130113553
fatima,floyd,14767685304580710483,193 koch street,apt 230,north jeffryshire,va,49137,72.04048792879229,-44.81521242295395,14767685304580710483
raegan,marjorie,16242123284418218851,81426 hartmann ramp,apt 112,south marley,vt,20424,-43.6980511819742,59.27754168583101,16242123284418218851
florine,sheila,43841682163818475474,95022 hartmann coves,suite 427,leschstad,ak,29563,87.18185786832109,-91.74706850354362,43841682163818475474
christopher,rusty,,9241 katelyn walks,suite 470,port betty,nj,30608,-40.37256530422697,-92.92430318742294,50754143532076145306
kirsten,elenor,39826184572894222151,38273 stark manor,suite 857,abbiehaven,vt,20570,79.13514320463855,7.922638187178677,39826184572894222151
freddy,heloise,53887793191788485453,143 tracey lodge,suite 582,rolfsontown,nh,26684,6.047497333864783,0.9270890608212312,53887793191788485453
logan,brionna,,4987 della throughway,suite 343,averyton,tn,93281,85.7054515194911,88.81795350706642,20484166437519750715
dereck,cindy,89421504148711475802,55080 beier plain,suite 114,erinstad,ks,74946,-25.66302203517249,96.73639551933377,89421504148711475802
holden,cindy,87228251554751390211,286 dell locks,apt 481,cassieton,ky,25938,-88.30521243658322,57.02422350464471,87228251554751390211
damian,jaquan,,206 abshire points,suite 750,new deron,ct,21082,-58.41461313272958,48.643632890063,08574130802645633255
jarret,lolita,80947924853802773337,8800 sawayn port,apt 209,lake daren,ga,38376,-42.75907060558281,86.96646160991344,80947924853802773337
donny,ophelia,89516947186678021342,280 grimes islands,suite 818,brenttown,me,96699,-33.558608696660336,-154.0575858449998,89516947186678021342
lauretta,zechariah,,4696 dakota crossing,apt 978,south alfonzo,ne,23804,7.596971776952245,-133.35638744793062,60778867565596974385
edmund,hester,86597381767523860178,51224 rempel trace,apt 538,elnoraview,md,64508,-78.62137640110804,-35.35953180352189,86597381767523860178
wilma,lamont,51329872375832417541,77157 ewald stravenue,suite 323,mathiasfurt,ne,93781,-23.361428477311676,-71.25902472039617,51329872375832417541
johnnie,alicia,68255722874426448602,739 orion crossing,suite 775,jaclynview,ky,29033,77.00357557980468,92.63838401070836,68255722874426448602
ardella,jimmy,78222140423094951110,499 sabrina ridges,apt 320,leonorashire,nd,56724,-58.99760709581916,-177.31692681491825,78222140423094951110
alberta,darion,17727752662912737388,28155 ole underpass,apt 373,krishaven,tn,33167,-87.39382947644775,-112.18062564626221,17727752662912737388
jane,sterling,65287586474857514138,44078 abdul mount,apt 996,strosinside,ne,63063,-47.782399707319826,126.40234434644219,65287586474857514138
dasia,else,,59466 mohr light,apt 723,emanuelview,ks,32373,12.30866884577246,-177.02461392060553,57539062935533111142
keven,oceane,75742325114342638167,94235 zemlak lane,apt 821,katelynfurt,va,52302,-23.009021278049246,-45.30156394082377,75742325114342638167
bryon,helene,28554445887698548107,35952 elmo mall,suite 164,caesarport,tn,71448,73.20666868210799,60.24888104647624,28554445887698548107
chyna,michaela,,214 keebler inlet,suite 367,arjunberg,wi,64755,-73.01302090943204,-115.62074485367,97935355487687442622
adrian,dovie,37570448211317883435,543 wyman hill,suite 600,lake joshuahbury,ne,30700,83.08012891158077,12.986187400813236,37570448211317883435
peyton,muriel,55165276246857011717,40930 jocelyn drives,apt 134,lake elisefurt,vt,12356,-50.19495586826513,9.117067215852046,55165276246857011717
mckenzie,jayne,,37481 rodrick isle,apt 827,port sydneychester,ok,14973,70.37518770850076,-43.356584342965306,37842404978250750217
lance,braulio,00976104972547789125,55912 alfonzo station,suite 190,meredithville,mn,93441,-44.47045737163783,16.34999803404,00976104972547789125
lafayette,pedro,91684695181611532417,29821 stracke trail,suite 672,north tyrese,or,96358,-18.11875996699446,-27.70118323183604,91684695181611532417
kale,taurean,,926 towne brook,suite 387,binsstad,nv,26093,-64.27078660253693,-118.48459808922338,50818371684838063078
rigoberto,ward,10262526306624659543,28138 camren islands,apt 536,roelhaven,nj,48181,-57.05243511546851,-61.647249449296325,10262526306624659543
stephen,jan,69038914751140126734,6159 sydni flat,suite 566,blockhaven,ga,41275,47.92862203682779,-166.95623771137758,69038914751140126734
lilla,lavern,38856172396858302819,383 moses springs,suite 887,east roxanneview,mo,81131,7.6430536119247705,-95.42640528251296,38856172396858302819
jaquan,rupert,24622234176846437916,91085 kris plains,suite 930,west kaleighmouth,ky,13933,52.46847703463973,-95.38259661545952,24622234176846437916
gino,jessie,71183556865077263047,9877 maxime summit,apt 357,misaelchester,ky,20712,62.41324246475426,-59.71961448586421,71183556865077263047
tessie,eleonore,62861414471271451338,4958 carroll forge,apt 674,new darioville,la,24038,-43.41645387402809,12.229706368451389,62861414471271451338
izaiah,maya,,79615 romaguera ports,apt 499,south jo,ms,22454,-76.71190167761236,-26.62192941405749,17416551547516856252
juwan,johnson,56286625527257298168,29286 wunsch square,suite 295,port dorthy,in,33715,1.5232861217380673,140.4724776200619,56286625527257298168
bridgette,edmund,85522584887482648445,6860 tillman avenue,suite 597,east jany,de,64858,-82.8955481116345,52.12026462208809,85522584887482648445
beaulah,janae,,60112 price unions,suite 907,lake rashawnbury,ks,62411,4.443495589763359,-70.87044576448858,90680343113098261720
paxton,zaria,05916496241535750454,18323 telly green,suite 278,south evertchester,ky,81734,-9.671619571964357,-80.38581859967768,05916496241535750454
armand,maverick,71615952421786301355,22916 jacobs forks,suite 242,gwendolynview,va,14765,-7.628059578680961,-74.06111506293695,71615952421786301355
keven,pasquale,,99790 roxanne shore,apt 263,lake cordiaton,mi,75459,-12.081852833875445,150.97129262062242,27621477673267680822
mandy,cali,15812684239586856232,1196 boyer road,suite 422,east citlalli,ma,47376,39.91308306914385,112.29492242609331,15812684239586856232
syble,joanny,72346555113196310747,60005 boyd spring,suite 204,handburgh,mt,68229,52.127063692629775,-159.57827391292176,72346555113196310747
rebeka,adam,,610 stiedemann harbors,suite 121,port geoffrey,mo,53580,28.843445327525984,126.39229560855222,55243287120693818627
lonie,oceane,82980524448512287047,521 marina stream,suite 839,conntown,tx,31258,73.81355393177131,-101.44905371539815,82980524448512287047
brionna,marcelle,44774497488614442132,898 jacobs cove,suite 814,twilamouth,ut,62124,-14.74089980264867,76.26973150497867,44774497488614442132
judah,cheyanne,41255716117846597921,39065 dickinson forge,suite 227,east belle,wy,91731,28.365488300364362,-107.60011345476461,41255716117846597921
gerda,gwendolyn,24773416632313648323,5881 dock haven,suite 145,port laceyville,ne,33962,61.61586954735918,-154.16441452089714,24773416632313648323
jonas,clare,06882481303582451571,8088 percival turnpike,apt 171,rahsaanburgh,wv,33291,-36.25031627318377,83.347850433568,06882481303582451571
nia,kailyn,68458978477872565154,2470 kuvalis heights,suite 249,west leonie,ar,15726,-12.93224961420367,134.26141654722738,68458978477872565154
stella,liliana,,8234 glover greens,apt 514,port filibertotown,al,80955,66.85740330636023,-91.6050788746983,20157186245892996997
eugenia,michele,29691141269377238396,5860 jaiden valleys,apt 533,garthshire,ok,62328,26.60952776009205,-104.37504978472907,29691141269377238396
quinten,naomi,47812333222148599228,4261 sean unions,suite 675,josephineborough,ks,69469,-87.46986630144782,-58.32920087963667,47812333222148599228
shanelle,cecil,,57273 lehner junctions,suite 505,east hertaburgh,ne,30540,9.271564269786623,-16.628080374314777,44094449371145068057
maryam,gina,30565983628895748561,67790 fritsch lake,apt 616,rhiannaview,ca,12069,-81.68312402620872,44.59127377966206,30565983628895748561
jasper,hudson,58683363236768262275,3183 prosacco mission,suite 415,winonamouth,wy,43356,9.481454492409256,-57.88110486453675,58683363236768262275
omer,brendon,,96296 zander springs,apt 837,marilynehaven,sc,93102,-18.23000020016724,-69.86093406180673,69485546211408133611
giovanny,randal,57011511812743293612,15149 gardner glen,suite 547,west belle,ut,71902,-0.981518053199224,133.10830444590266,57011511812743293612
danika,ursula,92442103162360573596,6463 carleton street,suite 504,darienburgh,ca,87272,35.60079980883651,-61.59529660279465,92442103162360573596
jewel,neoma,,37962 abbott knolls,apt 647,austenton,wa,43764,-47.423562373717004,-13.14057893361587,81783916419671619640
arjun,ricardo,24694082858477652951,4641 andre loop,apt 155,south kayla,id,34962,-50.66376598082418,-3.1589726968674654,24694082858477652951
fay,conrad,66469272562746465383,19093 ruecker garden,apt 907,guyville,ok,52312,85.35214630824711,-39.841994738170456,66469272562746465383
adolphus,jordan,15364728335763484793,697 ruecker place,suite 523,robertton,sd,96485,74.17226524070259,112.88363729834794,15364728335763484793
bret,jacky,89449758792467547397,67637 carol forges,suite 354,south coopermouth,me,88766,-30.244030473193924,-115.0558787262594,89449758792467547397
frederick,tiffany,14598612297352635745,2035 napoleon manors,suite 235,jakubowskistad,ct,80635,24.3083283020501,-26.632332632453938,14598612297352635745
adaline,joel,30215821117363741229,741 pascale corner,suite 811,west mandy,nd,29867,84.19853872502821,75.58946609583296,30215821117363741229
orland,emmanuel,,8597 dane camp,suite 741,lake alvera,ma,67784,30.275620919675077,72.40179681071047,85183721862684031267
roslyn,agnes,33087689874474058383,8182 henry vista,apt 400,botsfordland,nh,50642,31.940486426753267,-83.65274940989784,33087689874474058383
giles,lavina,78297412256063593812,1000 harvey knoll,suite 534,lake darien,wa,71543,30.802896512276405,28.76898443052903,78297412256063593812
madyson,domenica,,36827 mack forge,apt 584,skylaport,nh,75375,54.74601932563772,134.04720406839743,54761918234655206618
randal,alda,54448532605357223255,36836 major hills,suite 532,mcclurefort,ms,59807,15.218556264096534,165.26906097701095,54448532605357223255
ava,enos,54523394724761763144,6559 hickle ramp,suite 604,zoiemouth,sc,91854,-60.196383204590546,-170.76570984609452,54523394724761763144
kattie,humberto,,301 oleta tunnel,suite 989,eltastad,nv,11484,-52.45049044640599,-102.51184769730094,88787778784102268081
fernando,marcelino,11162466364663543237,80147 yundt ports,suite 638,walterland,wv,29176,58.50226845032688,-179.3937853234388,11162466364663543237
caden,jaeden,23452136544681454561,4277 katrine loaf,suite 483,west nya,nh,17788,14.515520216101478,-16.580125540678125,23452136544681454561
sibyl,paula,,626 kathryne key,apt 652,new myrnafurt,ny,42956,-15.21874733809922,0.5733089332508996,93682031422462685263
henry,gerhard,14438772070217356464,888 hahn centers,suite 761,lake luther,wv,18717,-77.96463583333181,94.5791587358517,14438772070217356464
kari,reyes,13475876189368411372,7053 howell prairie,apt 111,new jessicaport,oh,57484,-41.29438497706135,12.58334106190162,13475876189368411372
genevieve,lou,37566766337579682846,496 carter point,suite 506,arielleville,ne,92306,85.35847878418991,11.825108631048295,37566766337579682846
linnea,isabella,41810574203461153618,4429 rhoda club,suite 259,jailynchester,mi,47654,54.437609846814155,36.00753758484831,41810574203461153618
franco,cletus,41289819801594392292,296 vandervort hill,apt 698,east elmo,mo,41162,-89.98821954045806,-101.98699218204163,41289819801594392292
destini,ardith,33243840121372744134,80225 kyla way,apt 553,aftonberg,md,28109,-43.53600845584145,146.75586689041114,33243840121372744134
emanuel,julia,,452 ebert streets,apt 421,gabriellabury,mo,69385,42.11609164664688,-34.37784386589624,67791518038134181475
rebecca,immanuel,16611994137259861532,21500 rolfson roads,apt 986,south arjunside,il,13232,-55.472119832457814,88.66872841483763,16611994137259861532
kyler,kristin,12073627794663070726,539 cloyd forges,suite 275,new litzy,sc,79084,-58.49313648606729,-93.79686787876562,12073627794663070726
kaci,irving,,1396 ladarius ridge,apt 987,parisianview,ga,49683,3.577907288593181,101.07671258560964,36525335502773233498
devan,savanah,19456884673145123093,41818 terry ridges,apt 886,north coleman,al,72827,-14.516603782238363,-39.236499158688275,19456884673145123093
henry,jeanne,27396908347847542371,938 moen mountains,suite 822,port cleora,ms,41900,-87.90052488673854,114.03765092904314,27396908347847542371
lyda,elias,,2550 hadley manors,apt 601,east madysonmouth,sd,60708,-60.78157918461621,53.10153163538942,16633140161108244724
heaven,giles,63732956516754750453,165 koch groves,suite 194,adamston,mi,77252,62.1564498872265,-6.7973135204489665,63732956516754750453
kitty,marcellus,68123129258576653102,3219 rachelle forest,suite 574,trudiestad,ms,78627,-50.935738788107386,7.287576934561372,68123129258576653102
nelson,franco,,77555 reichel walk,apt 196,beahanmouth,ok,39968,27.5066645898072,23.559999409541433,52288869772819683169
kristian,ibrahim,46288771438627863669,847 bailey vista,apt 877,west jermain,ak,18645,7.784137818427439,-128.35341592997378,46288771438627863669
monte,jan,07723870372768843136,540 kaycee run,suite 735,new stephaniemouth,va,98377,55.425766657770026,-176.57530589715586,07723870372768843136
cody,lance,39184645833785685764,993 brekke stravenue,suite 238,east myriam,wy,74406,8.527427921218802,-74.51865379636294,39184645833785685764
billie,mariela,82484955140174625243,35999 barton brooks,suite 115,west boris,hi,84922,42.38187680807059,-148.39535274151118,82484955140174625243
beth,natalie,75054330662608912277,90304 keegan plain,apt 194,nienowland,il,89427,-22.58965114718619,121.53991117440933,75054330662608912277
vanessa,ben,16358940710177386880,982 peter dale,suite 835,port consuelo,or,94716,0.8799875434560391,-152.74200109963738,16358940710177386880
janiya,elissa,,598 sporer roads,apt 152,rheaport,ia,83892,-0.14230873929356846,162.44682100407567,63084839560623617714
maxie,tracey,81187135110952662779,19496 rohan route,suite 482,neilburgh,ca,75127,-82.36243297926508,-47.10668790663965,81187135110952662779
martina,francisca,19615440610513724153,71143 feil extension,apt 839,west karen,ia,44689,75.91814437853688,-69.88023303131497,19615440610513724153
nadia,roger,,553 von pass,apt 190,lake sandra,wv,78509,31.9109757729464,-133.0984558712268,57205806715228236147
grayce,elinor,76223033741943453761,2492 henriette harbors,suite 952,lake rashadview,co,72810,60.21972568346743,-112.26980755487294,76223033741943453761
magnus,kristy,61122174869537565723,645 heaney mission,suite 480,south austyn,vt,63265,46.25437675379084,170.24629414952477,61122174869537565723
dean,allen,,9935 eichmann run,suite 285,south lauraview,ia,83345,15.324006114343746,35.362770099780505,59332546747277114346
annamae,nikki,57473829835416414847,9072 moises overpass,suite 541,ratkeborough,sd,18825,28.054928533656195,-168.49974356412304,57473829835416414847
hettie,corine,31102615174597181829,1675 rocio mission,apt 388,jacobstown,wy,58428,-20.819353380411485,109.4932569310933,31102615174597181829
geoffrey,vaughn,,5090 west walks,suite 824,claudineburgh,or,98765,36.11448710671044,38.161213942864464,96278995927581493667
justice,hortense,82467219849536256551,927 barton shoal,suite 826,west leonelmouth,va,54086,52.44215307446754,102.6670448824122,82467219849536256551
kailey,maggie,22404217942064271232,27814 justus corner,apt 986,rosinafort,de,24870,20.078300995206945,119.9727407383715,22404217942064271232
danial,mariana,65279491468411827651,42160 brekke mall,suite 315,lake dinastad,ak,54510,-12.104964600330348,42.37959120153943,65279491468411827651
savannah,amina,86736163085190753282,53173 gutmann cape,suite 464,west earnestine,va,96972,-33.18613148509505,-13.755037006927438,86736163085190753282
flossie,bernhard,05665424823387619181,48308 effertz falls,suite 258,ashlynnshire,mt,80593,-23.25054447188097,52.573044322079454,05665424823387619181
raheem,amelie,96416694359043470685,9054 carroll divide,suite 567,west darian,ok,63786,69.54399982465068,-17.966407142022177,96416694359043470685
vivien,jana,,7243 brian court,apt 146,east carmella,ak,12909,37.45366217212337,-67.54804320245509,71543887756628171645
madonna,elisa,83964081364168338568,675 sabina loop,apt 760,pfeffershire,co,39884,40.51265195874612,-73.71158655468219,83964081364168338568
camylle,samara,82644161323874695873,3788 hane ways,apt 972,beierborough,ky,62734,-44.221195122791855,23.56106526366466,82644161323874695873
guiseppe,earlene,,806 shields terrace,apt 850,arimouth,mo,50593,39.9302499807406,32.85250541451464,01949746476641566167
ashleigh,garrison,43795516482407437222,69819 durgan ridge,apt 873,east davidmouth,wi,87747,-15.79959999494649,46.613133820879,43795516482407437222
rubye,rodrick,88609637346570249408,2449 king circle,apt 197,justonmouth,ak,94663,-0.6438644861634373,-60.001505693237874,88609637346570249408
lavina,elza,,2415 carli well,suite 961,lake dixie,wv,48063,14.060577077701893,-42.41526818106928,61915876227633355749
shyanne,kirsten,31553253450001586476,47838 johnston courts,apt 390,south rahul,la,18615,-14.052725131721118,-148.86458418870626,31553253450001586476
ryley,kianna,55329328503915663301,59068 veum stravenue,suite 793,maevefurt,az,11353,44.32759118883726,56.52461128940257,55329328503915663301
nash,odie,,58282 lebsack rest,apt 772,south mike,me,84713,-34.26720398469682,-129.6222626902602,85331102444688385152
rosalinda,cali,89627781673836249575,1125 hessel course,suite 313,jeraldfort,wy,48029,3.509309140058619,-40.044975413662996,89627781673836249575
marianna,mauricio,50130279684401480314,633 gunner skyway,apt 499,north richmondmouth,ny,99846,70.3230976714463,-92.21072527109283,50130279684401480314
adrain,heber,22889098768561656802,7874 lehner wall,suite 748,lamontton,sd,61666,-76.75806310690795,115.89456294654269,22889098768561656802
alaina,edwin,57844514680982122574,796 huels stravenue,suite 292,dustinton,va,13805,47.82170974453743,-13.245912711184218,57844514680982122574
eldridge,kaylin,33865461854536587371,74464 prohaska mountains,suite 315,south lolitaside,ar,63619,27.098904578923467,-93.90138205418938,33865461854536587371
clint,melisa,41741410031143382174,96610 olson mission,suite 999,port evieland,md,20285,-16.395700934840136,-97.09535698742206,41741410031143382174
earl,esperanza,,35694 dawson court,apt 894,lucindafort,tx,99983,36.441034397409325,161.2723305695489,94562873555975520185
rubye,kelli,24975279360702523043,7071 sadye dam,suite 372,susanstad,pa,10021,-83.48471259707324,46.91308571430167,24975279360702523043
tatum,clinton,82755552825290168630,364 alyson gateway,apt 983,north samson,wa,71782,-5.352308080208118,11.073428476809227,82755552825290168630
orpha,clark,,17859 murazik alley,suite 111,west hayden,or,28303,-25.7232293726089,0.4927424181541369,36322218584471185656
aurelie,alvah,90801736726413491609,83035 hyman unions,apt 701,lake briceton,ok,68850,50.325181720132065,170.44289940321096,90801736726413491609
kelvin,grayce,68277520641623112131,89179 rebeca plaza,apt 902,bentown,az,62202,-78.9629802083327,103.04028337588807,68277520641623112131
oswaldo,leonora,,6019 tatyana shoals,apt 812,south carrollmouth,mi,34031,27.629735533220583,103.63025709109598,72652652934722902595
mya,demarcus,93888462648940151424,290 quigley mountain,apt 382,kozeychester,ky,26637,67.04361428542788,-154.18181009706018,93888462648940151424
marjorie,carson,67724555279956464383,8624 walter vista,suite 647,lindafort,hi,33327,-68.79281124066567,-75.47102969041583,67724555279956464383
lamar,lonnie,,1753 dare drive,suite 235,abeshire,tn,30343,-79.12899563502654,-114.4812930430443,67437582146616022063
ayla,greg,09581937944995026342,178 schiller plaza,apt 140,south ewell,wv,32912,-46.57663512298578,-49.3859950613589,09581937944995026342
gilbert,jamie,86715377394497636782,464 muller springs,suite 657,danikaland,ma,36818,78.40507316382624,-68.02555221403775,86715377394497636782
rickey,jerry,48334792415763632889,866 hintz loaf,apt 159,hahnmouth,hi,35971,39.34385772433336,161.8086480710341,48334792415763632889
else,wyman,17754842545878581815,44435 kunze ports,suite 141,mabelton,ky,35929,-89.58798009777438,-32.372375285741896,17754842545878581815
kiara,dedrick,93287870133913525000,16290 muller crossroad,suite 734,queeniestad,il,34533,3.5474794356304784,98.13344003715684,93287870133913525000
kacey,roxanne,82673321423588535248,150 charlie fields,suite 644,lake reynold,tn,73692,-9.571502759619662,102.64280487075132,82673321423588535248
joesph,berry,,2534 daron overpass,apt 780,west shanachester,ca,51948,-28.28393802080874,27.01142203144113,73328127840244026776
lew,delfina,11517047616339368385,445 lexus via,suite 549,lake abbey,ny,53695,68.78980493857316,164.94436073289842,11517047616339368385
shanna,cletus,64780028986745685332,4456 fisher stream,apt 305,bauchport,sd,86933,-44.93351809655494,-91.97332598901303,64780028986745685332
